,rate_electron,rate_HII,rate_HeII,rate_HeIII,rate_HI,rate_HeI,rate_oH2,rate_pH2
60,3.851e-10,3.735e-09,0.0,0.0,2.152e-10,4.968e-11,8.83e-11,8.897e-11
61,3.957e-10,4.007e-09,0.0,0.0,2.19e-10,4.977e-11,8.98e-11,9.01e-11
62,4.067e-10,4.295e-09,0.0,0.0,2.23e-10,4.987e-11,9.129e-11,9.119e-11
63,4.18e-10,4.6e-09,0.0,0.0,2.272e-10,4.998e-11,9.255e-11,9.203e-11
64,4.296e-10,4.923e-09,0.0,0.0,2.316e-10,5.009e-11,9.389e-11,9.292e-11
65,4.416e-10,5.265e-09,0.0,0.0,2.357e-10,5.021e-11,9.53e-11,9.387e-11
66,4.54e-10,5.627e-09,0.0,0.0,2.399e-10,5.033e-11,9.68e-11,9.487e-11
67,4.667e-10,6.011e-09,0.0,0.0,2.444e-10,5.047e-11,9.839e-11,9.546e-11
68,4.807e-10,6.416e-09,0.0,0.0,2.492e-10,5.06e-11,1e-10,9.605e-11
69,5.146e-10,6.817e-09,0.0,0.0,2.535e-10,5.069e-11,1.012e-10,9.724e-11
70,5.49e-10,7.242e-09,0.0,0.0,2.58e-10,5.077e-11,1.025e-10,9.849e-11
71,5.838e-10,7.691e-09,0.0,0.0,2.629e-10,5.087e-11,1.038e-10,9.983e-11
72,6.19e-10,8.168e-09,0.0,0.0,2.68e-10,5.097e-11,1.052e-10,1.006e-10
73,6.548e-10,8.673e-09,0.0,0.0,2.734e-10,5.107e-11,1.067e-10,1.014e-10
74,6.912e-10,9.177e-09,0.0,0.0,2.79e-10,5.118e-11,1.082e-10,1.022e-10
75,7.281e-10,9.582e-09,0.0,0.0,2.845e-10,5.13e-11,1.09e-10,1.03e-10
76,7.656e-10,1.001e-08,0.0,0.0,2.903e-10,5.141e-11,1.099e-10,1.039e-10
77,8.038e-10,1.047e-08,0.0,0.0,2.96e-10,5.152e-11,1.104e-10,1.04e-10
78,8.426e-10,1.095e-08,0.0,0.0,3.02e-10,5.164e-11,1.109e-10,1.04e-10
79,8.821e-10,1.146e-08,0.0,0.0,3.083e-10,5.177e-11,1.114e-10,1.04e-10
80,9.223e-10,1.2e-08,0.0,0.0,3.15e-10,5.19e-11,1.12e-10,1.04e-10
81,1.046e-09,1.241e-08,0.0,0.0,3.15e-10,5.19e-11,1.12e-10,1.04e-10
