,rate_electron,rate_HII,rate_HeII,rate_HeIII,rate_HI,rate_HeI,rate_oH2,rate_pH2
0,6.664e-07,8.192e-13,0.0,0.0,0.0,0.0,0.0,0.0
1,6.475e-07,8.677e-13,0.0,0.0,0.0,0.0,0.0,0.0
2,6.292e-07,9.191e-13,0.0,0.0,0.0,0.0,0.0,0.0
3,6.113e-07,9.735e-13,0.0,0.0,0.0,0.0,0.0,0.0
4,5.94e-07,1.031e-12,0.0,0.0,0.0,0.0,0.0,0.0
5,5.771e-07,1.092e-12,0.0,0.0,0.0,0.0,0.0,0.0
6,5.608e-07,1.157e-12,0.0,0.0,0.0,0.0,0.0,0.0
7,5.449e-07,1.225e-12,0.0,0.0,0.0,0.0,0.0,0.0
8,5.294e-07,1.298e-12,0.0,0.0,0.0,0.0,0.0,0.0
9,5.144e-07,1.375e-12,0.0,0.0,0.0,0.0,0.0,0.0
10,4.998e-07,1.456e-12,0.0,0.0,0.0,0.0,0.0,0.0
11,4.856e-07,1.543e-12,0.0,0.0,0.0,0.0,0.0,0.0
12,4.718e-07,1.634e-12,0.0,0.0,0.0,0.0,0.0,0.0
13,4.585e-07,1.731e-12,0.0,0.0,0.0,0.0,0.0,0.0
14,4.455e-07,1.833e-12,0.0,0.0,0.0,0.0,0.0,0.0
15,4.328e-07,1.942e-12,0.0,0.0,0.0,0.0,0.0,0.0
16,4.206e-07,2.057e-12,0.0,0.0,0.0,0.0,0.0,0.0
17,4.086e-07,2.179e-12,0.0,0.0,0.0,0.0,0.0,0.0
18,3.97e-07,2.308e-12,0.0,0.0,0.0,0.0,0.0,0.0
19,3.858e-07,2.444e-12,0.0,0.0,0.0,0.0,0.0,0.0
20,3.748e-07,2.589e-12,0.0,0.0,0.0,0.0,0.0,0.0
21,3.642e-07,2.742e-12,0.0,0.0,0.0,0.0,0.0,0.0
22,3.539e-07,2.905e-12,0.0,0.0,0.0,0.0,0.0,0.0
23,3.439e-07,3.076e-12,0.0,0.0,0.0,0.0,0.0,0.0
24,3.341e-07,3.259e-12,0.0,0.0,0.0,0.0,0.0,0.0
25,3.246e-07,3.451e-12,0.0,0.0,0.0,0.0,0.0,0.0
26,3.154e-07,3.656e-12,0.0,0.0,0.0,0.0,0.0,0.0
27,3.065e-07,3.872e-12,0.0,0.0,0.0,0.0,0.0,0.0
28,2.978e-07,4.101e-12,0.0,0.0,0.0,0.0,0.0,0.0
29,2.894e-07,4.344e-12,0.0,0.0,0.0,0.0,0.0,0.0
30,2.812e-07,4.601e-12,0.0,0.0,0.0,0.0,0.0,0.0
31,2.732e-07,4.873e-12,0.0,0.0,0.0,0.0,0.0,0.0
32,2.655e-07,5.161e-12,0.0,0.0,0.0,0.0,0.0,0.0
33,2.579e-07,5.467e-12,0.0,0.0,0.0,0.0,0.0,0.0
34,2.506e-07,5.79e-12,0.0,0.0,0.0,0.0,0.0,0.0
35,2.435e-07,6.132e-12,0.0,0.0,0.0,0.0,0.0,0.0
36,2.366e-07,6.495e-12,0.0,0.0,0.0,0.0,0.0,0.0
37,2.299e-07,6.879e-12,0.0,0.0,0.0,0.0,0.0,0.0
38,2.234e-07,7.286e-12,0.0,0.0,0.0,0.0,0.0,0.0
39,2.171e-07,7.716e-12,0.0,0.0,0.0,0.0,0.0,0.0
40,2.109e-07,8.172e-12,0.0,0.0,0.0,0.0,0.0,0.0
41,2.05e-07,8.655e-12,0.0,0.0,0.0,0.0,0.0,0.0
42,1.992e-07,9.167e-12,0.0,0.0,0.0,0.0,0.0,0.0
43,1.935e-07,9.708e-12,0.0,0.0,0.0,0.0,0.0,0.0
44,1.881e-07,1.028e-11,0.0,0.0,0.0,0.0,0.0,0.0
45,1.827e-07,1.089e-11,0.0,0.0,0.0,0.0,0.0,0.0
46,1.776e-07,1.153e-11,0.0,0.0,0.0,0.0,0.0,0.0
47,1.725e-07,1.221e-11,0.0,0.0,0.0,0.0,0.0,0.0
48,1.677e-07,1.293e-11,0.0,0.0,0.0,0.0,0.0,0.0
49,1.629e-07,1.37e-11,0.0,0.0,0.0,0.0,0.0,0.0
50,1.583e-07,1.45e-11,0.0,0.0,0.0,0.0,0.0,0.0
51,1.538e-07,1.536e-11,0.0,0.0,0.0,0.0,0.0,0.0
52,1.495e-07,1.626e-11,0.0,0.0,0.0,0.0,0.0,0.0
53,1.453e-07,1.722e-11,0.0,0.0,0.0,0.0,0.0,0.0
54,1.412e-07,1.824e-11,0.0,0.0,0.0,0.0,0.0,0.0
55,1.372e-07,1.931e-11,0.0,0.0,0.0,0.0,0.0,0.0
56,1.333e-07,2.045e-11,0.0,0.0,0.0,0.0,0.0,0.0
57,1.295e-07,2.165e-11,0.0,0.0,0.0,0.0,0.0,0.0
58,1.259e-07,2.292e-11,0.0,0.0,0.0,0.0,0.0,0.0
59,1.223e-07,2.427e-11,0.0,0.0,0.0,0.0,0.0,0.0
60,1.189e-07,2.57e-11,0.0,0.0,0.0,0.0,0.0,0.0
61,1.155e-07,2.721e-11,0.0,0.0,0.0,0.0,0.0,0.0
62,1.123e-07,2.88e-11,0.0,0.0,0.0,0.0,0.0,0.0
63,1.091e-07,3.049e-11,0.0,0.0,0.0,0.0,0.0,0.0
64,1.06e-07,3.228e-11,0.0,0.0,0.0,0.0,0.0,0.0
65,1.03e-07,3.417e-11,0.0,0.0,0.0,0.0,0.0,0.0
66,1.001e-07,3.618e-11,0.0,0.0,0.0,0.0,0.0,0.0
67,9.733e-08,3.829e-11,0.0,0.0,0.0,0.0,0.0,0.0
68,9.459e-08,4.053e-11,0.0,0.0,0.0,0.0,0.0,0.0
69,9.194e-08,4.29e-11,0.0,0.0,0.0,0.0,0.0,0.0
70,8.935e-08,4.541e-11,0.0,0.0,0.0,0.0,0.0,0.0
71,8.685e-08,4.806e-11,0.0,0.0,0.0,0.0,0.0,0.0
72,8.441e-08,5.086e-11,0.0,0.0,0.0,0.0,0.0,0.0
73,8.204e-08,5.382e-11,0.0,0.0,0.0,0.0,0.0,0.0
74,7.974e-08,5.695e-11,0.0,0.0,0.0,0.0,0.0,0.0
75,7.751e-08,6.026e-11,0.0,0.0,0.0,0.0,0.0,0.0
76,7.534e-08,6.376e-11,0.0,0.0,0.0,0.0,0.0,0.0
77,7.323e-08,6.745e-11,0.0,0.0,0.0,0.0,0.0,0.0
78,7.118e-08,7.136e-11,0.0,0.0,0.0,0.0,0.0,0.0
79,6.92e-08,7.549e-11,0.0,0.0,0.0,0.0,0.0,0.0
80,6.726e-08,7.984e-11,0.0,0.0,0.0,0.0,0.0,0.0
81,6.539e-08,8.445e-11,0.0,0.0,0.0,0.0,0.0,0.0
82,6.357e-08,8.931e-11,0.0,0.0,0.0,0.0,0.0,0.0
83,6.18e-08,9.444e-11,0.0,0.0,0.0,0.0,0.0,0.0
84,6.008e-08,9.986e-11,0.0,0.0,0.0,0.0,0.0,0.0
85,5.841e-08,1.056e-10,0.0,0.0,0.0,0.0,0.0,0.0
86,5.678e-08,1.116e-10,0.0,0.0,0.0,0.0,0.0,0.0
87,5.521e-08,1.18e-10,0.0,0.0,0.0,0.0,0.0,0.0
88,5.368e-08,1.247e-10,0.0,0.0,0.0,0.0,0.0,0.0
89,5.219e-08,1.318e-10,0.0,0.0,0.0,0.0,0.0,0.0
90,5.075e-08,1.392e-10,0.0,0.0,0.0,0.0,0.0,0.0
91,4.953e-08,1.471e-10,0.0,0.0,0.0,0.0,0.0,0.0
92,4.836e-08,1.554e-10,0.0,0.0,0.0,0.0,0.0,0.0
93,4.722e-08,1.641e-10,0.0,0.0,0.0,0.0,0.0,0.0
94,4.611e-08,1.733e-10,0.0,0.0,0.0,0.0,0.0,0.0
95,4.504e-08,1.829e-10,0.0,0.0,0.0,0.0,0.0,0.0
96,4.4e-08,1.931e-10,0.0,0.0,0.0,0.0,0.0,0.0
97,4.299e-08,2.038e-10,0.0,0.0,0.0,0.0,0.0,0.0
98,4.201e-08,2.15e-10,0.0,0.0,0.0,0.0,0.0,0.0
99,4.105e-08,2.269e-10,0.0,0.0,0.0,0.0,0.0,0.0
100,4.013e-08,2.393e-10,0.0,0.0,0.0,0.0,0.0,0.0
101,3.923e-08,2.523e-10,0.0,0.0,0.0,0.0,0.0,0.0
102,3.835e-08,2.66e-10,0.0,0.0,0.0,0.0,0.0,0.0
103,3.75e-08,2.803e-10,0.0,0.0,0.0,0.0,0.0,0.0
104,3.667e-08,2.954e-10,0.0,0.0,0.0,0.0,0.0,0.0
105,3.587e-08,3.111e-10,0.0,0.0,0.0,0.0,0.0,0.0
106,3.508e-08,3.276e-10,0.0,0.0,0.0,0.0,0.0,0.0
107,3.424e-08,3.449e-10,0.0,0.0,0.0,0.0,0.0,0.0
108,3.343e-08,3.63e-10,0.0,0.0,0.0,0.0,0.0,0.0
109,3.263e-08,3.818e-10,0.0,0.0,0.0,0.0,0.0,0.0
110,3.186e-08,4.456e-10,0.0,0.0,0.0,0.0,0.0,0.0
111,3.111e-08,5.495e-10,0.0,0.0,0.0,0.0,0.0,0.0
112,3.037e-08,6.578e-10,0.0,0.0,0.0,0.0,0.0,0.0
113,2.966e-08,7.707e-10,0.0,0.0,0.0,0.0,0.0,0.0
114,2.896e-08,8.883e-10,0.0,0.0,0.0,0.0,0.0,0.0
115,2.828e-08,1.011e-09,0.0,0.0,0.0,0.0,0.0,0.0
116,2.761e-08,1.138e-09,0.0,0.0,0.0,0.0,0.0,0.0
117,2.696e-08,1.27e-09,0.0,0.0,0.0,0.0,0.0,0.0
118,2.633e-08,1.407e-09,0.0,0.0,0.0,0.0,0.0,0.0
119,2.564e-08,1.549e-09,0.0,0.0,0.0,0.0,0.0,0.0
120,2.498e-08,1.696e-09,0.0,0.0,0.0,0.0,0.0,0.0
121,2.433e-08,1.848e-09,0.0,0.0,0.0,0.0,0.0,0.0
122,2.37e-08,2.005e-09,0.0,0.0,0.0,0.0,0.0,0.0
123,2.309e-08,2.167e-09,0.0,0.0,0.0,0.0,0.0,0.0
124,2.249e-08,2.334e-09,0.0,0.0,0.0,0.0,0.0,0.0
125,2.19e-08,2.526e-09,0.0,0.0,0.0,0.0,0.0,0.0
126,2.133e-08,2.728e-09,0.0,0.0,0.0,0.0,0.0,0.0
127,2.078e-08,2.936e-09,0.0,0.0,0.0,0.0,0.0,0.0
128,2.024e-08,3.149e-09,0.0,0.0,0.0,0.0,0.0,0.0
129,1.971e-08,3.367e-09,0.0,0.0,0.0,0.0,0.0,0.0
130,1.919e-08,3.59e-09,0.0,0.0,0.0,0.0,0.0,0.0
131,1.866e-08,3.818e-09,0.0,0.0,0.0,0.0,0.0,0.0
132,1.814e-08,4.051e-09,0.0,0.0,0.0,0.0,0.0,0.0
133,1.764e-08,4.287e-09,0.0,0.0,0.0,0.0,0.0,0.0
134,1.715e-08,4.528e-09,0.0,0.0,0.0,0.0,0.0,0.0
135,1.668e-08,4.758e-09,0.0,0.0,0.0,0.0,0.0,0.0
136,1.621e-08,4.982e-09,0.0,0.0,0.0,0.0,0.0,0.0
137,1.576e-08,5.209e-09,0.0,0.0,0.0,0.0,0.0,0.0
138,1.533e-08,5.439e-09,0.0,0.0,0.0,0.0,0.0,0.0
139,1.49e-08,5.67e-09,0.0,0.0,0.0,0.0,0.0,0.0
140,1.449e-08,5.903e-09,0.0,0.0,0.0,0.0,0.0,0.0
141,1.408e-08,6.137e-09,0.0,0.0,0.0,0.0,0.0,0.0
142,1.369e-08,6.372e-09,0.0,0.0,0.0,0.0,0.0,0.0
143,1.331e-08,6.608e-09,0.0,0.0,0.0,0.0,0.0,0.0
144,1.294e-08,6.818e-09,0.0,0.0,0.0,0.0,0.0,0.0
145,1.258e-08,7.018e-09,0.0,0.0,0.0,0.0,0.0,0.0
146,1.222e-08,7.218e-09,0.0,0.0,0.0,0.0,0.0,0.0
147,1.182e-08,7.417e-09,0.0,0.0,0.0,0.0,0.0,0.0
148,1.144e-08,7.614e-09,0.0,0.0,0.0,0.0,0.0,0.0
149,1.107e-08,7.81e-09,0.0,0.0,0.0,0.0,0.0,0.0
150,1.071e-08,8.004e-09,0.0,0.0,0.0,0.0,0.0,0.0
151,1.037e-08,8.196e-09,0.0,0.0,0.0,0.0,0.0,0.0
152,1.004e-08,8.386e-09,0.0,0.0,0.0,0.0,0.0,0.0
153,9.72e-09,8.555e-09,0.0,0.0,0.0,0.0,0.0,0.0
154,9.413e-09,8.718e-09,0.0,0.0,0.0,0.0,0.0,0.0
155,9.116e-09,8.879e-09,0.0,0.0,0.0,0.0,0.0,0.0
156,8.831e-09,9.036e-09,0.0,0.0,0.0,0.0,0.0,0.0
157,8.555e-09,9.191e-09,0.0,0.0,0.0,0.0,0.0,0.0
158,8.289e-09,9.342e-09,0.0,0.0,0.0,0.0,0.0,0.0
159,8.032e-09,9.49e-09,0.0,0.0,0.0,0.0,0.0,0.0
